"esdcode","esdname","districtcode","schoolcode","districtname","schoolname","subject","indexall","indexamericanindian","indexasian","indexblack","indexhispanic","indexwhite","indexpacificislander","indextwoormoreraces","indexspecialed","indexltdenglish","indexlowincome","mettargetall","mettargetamericanindian","mettargetasian","mettargetblack","mettargethispanic","mettargetwhite","mettargetpacificislander","mettargettwoormoreraces","mettargetspecialed","mettargetltdenglish","mettargetlowincome"
"17801","Puget Sound Educational Service District 121","17405","3225","Bellevue School District","Lake Hills Elementary","Reading","-37.4",,,"0","-38.2","-20.4",,"-32.1","-41.9","-60.2","-38.4","No","N<Required","No","N<Required","No","No","N/A","N/A","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17405","3436","Bellevue School District","Medina Elementary School","Math","-3.9",,,"0","0","-3.8",,,"-17.7","0","-41.9","No","N/A","Yes","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","N<Required"
"17801","Puget Sound Educational Service District 121","17405","3436","Bellevue School District","Medina Elementary School","Reading","-5.3",,"0","0","0","-6.4",,,"-21.3","-37.8",,"No","N/A","No","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","N<Required"
"17801","Puget Sound Educational Service District 121","17405","3437","Bellevue School District","Newport Heights Elementary","Math","-13.9",,"-3.5","-75","0","-7.5","-33.3",,,"-8.7","-18","No","N<Required","No","N<Required","N<Required","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","17405","3437","Bellevue School District","Newport Heights Elementary","Reading","-19.4",,"-14.4","-75","-6.9","-9","-33.3",,,"-39.2","-28.6","No","N<Required","No","N<Required","N<Required","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","17405","3486","Bellevue School District","Newport Senior High School","Math","-89.3",,"-86.1","-75",,"-88",,"-81.4",,"-61.2","-83","No","N<Required","No","N<Required","N<Required","No","N/A","N/A","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","17405","3486","Bellevue School District","Newport Senior High School","Reading","-88.5",,"-85.5","-75",,"-86.6",,"-81.4",,"-75","-83","No","N<Required","No","N<Required","N<Required","No","N/A","N/A","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","17405","3631","Bellevue School District","Odle Middle School","Math","-16.4",,,"-46.2","-57.1","-13.1",,,"-62.2","-61.4","-51.2","No","N<Required","No","N<Required","No","No","N/A","N/A","No","No","No"
"17801","Puget Sound Educational Service District 121","17405","3631","Bellevue School District","Odle Middle School","Reading","-13.1",,,"-8.8","-46.4","-8.3",,,"-53.5","-65.5","-39.2","No","N<Required","No","N<Required","No","No","N/A","N/A","No","No","No"
"17801","Puget Sound Educational Service District 121","17405","3168","Bellevue School District","Phantom Lake Elementary","Math","-17.9",,"0","0","-28.8","-7.8",,"-9","-35.5","-13.7","-26.2","No","N/A","N<Required","N<Required","N<Required","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","17405","3168","Bellevue School District","Phantom Lake Elementary","Reading","-15.4",,"-5.4","-50","-8.5","-6",,"0","-17.4","-28.7","-20.5","No","N/A","N<Required","N<Required","N<Required","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","17405","3224","Bellevue School District","Puesta del Sol Elementary School","Math","-8.3",,,"0","-2.7","-5.6",,,"0",,"-3.4","No","N/A","Yes","N<Required","No","No","N/A","N/A","N<Required","N<Required","N<Required"
"17801","Puget Sound Educational Service District 121","17405","3224","Bellevue School District","Puesta del Sol Elementary School","Reading","-5.9",,,,,"-2.1",,,"0",,"-3.4","No","N/A","Yes","N<Required","No","No","N/A","N/A","N<Required","N<Required","N<Required"
"17801","Puget Sound Educational Service District 121","17405","3282","Bellevue School District","Sammamish Senior High","Math","-61.9",,"-33.7","-23.9","-77.4","-58.8",,"-41.7","-87.8","-43.2","-67.5","No","N<Required","No","N<Required","No","No","N/A","N/A","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","17405","3282","Bellevue School District","Sammamish Senior High","Reading","-69",,"-44.2","-36.2","-74.3","-67.3",,"-58.5","-80.8",,"-70.1","No","N<Required","No","N<Required","No","No","N/A","N/A","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","17405","3339","Bellevue School District","Sherwood Forest Elementary","Math","-29.9",,"-4","-21.2","-38.5","-7.9","0","-8.7","-19.7",,"-34.7","No","N/A","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17405","3339","Bellevue School District","Sherwood Forest Elementary","Reading","-25.7",,"-3.5","-1","-33.4","-6.8","0","-40","-25.9",,"-31.3","No","N/A","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17405","3789","Bellevue School District","Somerset Elementary School","Math","-4.7",,,"-20","-12.5","-1.8",,,"-9.5","-8.8","-18.2","No","N/A","No","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","N<Required"
"17801","Puget Sound Educational Service District 121","17405","3789","Bellevue School District","Somerset Elementary School","Reading","-9.2",,"-5.9","-20","-12.5","-4.5",,,"-26.8","-24.6","-18.2","No","N/A","No","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","N<Required"
"17801","Puget Sound Educational Service District 121","17405","3634","Bellevue School District","Spiritridge Elementary School","Math","-3.8",,,"0","-11.9","-3.5","0","0","-5.2","0","-9.5","No","N/A","Yes","N<Required","N<Required","No","N<Required","N<Required","N<Required","N<Required","N<Required"
"17801","Puget Sound Educational Service District 121","17405","3634","Bellevue School District","Spiritridge Elementary School","Reading","-4.9",,,"0","0","-1.3","0","0","-15.6","-17.4","-10.1","No","N/A","No","N<Required","N<Required","No","N<Required","N<Required","N<Required","N<Required","N<Required"
"17801","Puget Sound Educational Service District 121","17405","3100","Bellevue School District","Stevenson Elementary","Math","-24.8",,,"-9.8","-37.5","0",,"0",,"-53","-34.2","No","N/A","Yes","N<Required","No","N<Required","N/A","N/A","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17405","3100","Bellevue School District","Stevenson Elementary","Reading","-25",,,"-16.7","-35.3","-5.3",,"0","-43.8","-62.4","-36.2","No","N/A","Yes","N<Required","No","N<Required","N/A","N/A","N<Required","No","No"
"17801","Puget Sound Educational Service District 121","17405","3435","Bellevue School District","Tillicum Middle School","Math","-25.6",,"-10.8","-18.2","-29.1","-21","-33.3",,"-57.6","-36.6","-40.2","No","N/A","No","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","17405","3435","Bellevue School District","Tillicum Middle School","Reading","-16.6",,"-10.9","-13.6","-15","-11.8","-33.3",,"-44.2","-27.5","-34.1","No","N/A","No","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","17405","3283","Bellevue School District","Tyee Middle School","Math","-13.1",,"-3.5","-1.1",,"-13.3","0","-9.2","-55.4","-14","-26.1","No","N/A","No","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17405","3283","Bellevue School District","Tyee Middle School","Reading","-10.7",,"-3.8","0",,"-7.6","0","-6.3","-47.4","-39.6","-21.1","No","N/A","No","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17405","3167","Bellevue School District","Woodridge Elementary","Math","-16.6",,"-5.8","-29.8",,"-7.4","0",,"-26.9","-21","-25.1","No","N/A","No","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","17405","3167","Bellevue School District","Woodridge Elementary","Reading","-17.2",,"-6.2","-15.1",,"-8.9","0",,"-38.9","-25","-23.8","No","N/A","No","N<Required","No","No","N<Required","N<Required","No","No","No"
"29801","Northwest Educational Service District 189","37501","3200","Bellingham School District","Alderwood Elementary School","Math","-35.1",,"0",,,,,"0","-27.3",,"-39.7","No","N<Required","N<Required","N/A","No","No","N/A","N/A","N<Required","No","No"
"29801","Northwest Educational Service District 189","37501","3200","Bellingham School District","Alderwood Elementary School","Reading","-41.9",,"-66.6",,,,,"-12.5","-79.4",,,"No","N<Required","N<Required","N/A","No","No","N/A","N/A","N<Required","No","No"
"29801","Northwest Educational Service District 189","37501","2553","Bellingham School District","Bellingham High School","Math","-85.6",,,,"-71.1","-84.9",,"-85.1",,,,"No","N<Required","N<Required","N<Required","No","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2553","Bellingham School District","Bellingham High School","Reading","-63.4",,,"0","-57","-61","0","-50.6","-62.7",,"-74.1","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","5340","Bellingham School District","Bellingham Re-Engagement Program","Math",,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N<Required","N/A","N/A","N/A","N/A","N/A"
"29801","Northwest Educational Service District 189","37501","5340","Bellingham School District","Bellingham Re-Engagement Program","Reading",,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N<Required","N/A","N/A","N/A","N/A","N/A"
"29801","Northwest Educational Service District 189","37501","2431","Bellingham School District","Birchwood Elementary School","Math","-38",,"0",,,,"-33.3","-61.4",,"-67.6","-50.3","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2431","Bellingham School District","Birchwood Elementary School","Reading","-35.5",,"0",,,,"0","-48.9",,"-60.5","-50.3","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2817","Bellingham School District","Carl Cozier Elementary School","Math","-18.9","-50","-10","0",,"-9.4",,"0","-64.4","-54.5","-27.5","No","N<Required","N<Required","N<Required","No","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2817","Bellingham School District","Carl Cozier Elementary School","Reading","-20.8","0","0","0",,"-11.1",,"0","-50.4","-43.9","-33.7","No","N<Required","N<Required","N<Required","No","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2365","Bellingham School District","Columbia Elementary School","Math","-4.5",,"0","0","0",,,"0","-0.8","0","-2.3","No","N/A","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","N<Required"
"29801","Northwest Educational Service District 189","37501","2365","Bellingham School District","Columbia Elementary School","Reading","-5.1",,"0","0","0",,,"0","-45.1","0","-3.9","No","N/A","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","N<Required"
"29801","Northwest Educational Service District 189","37501","5239","Bellingham School District","Cordata Elementary School","Math","-37.9",,"-7.7",,,"-36.8",,"-4.4",,,"-36.1","No","N/A","N<Required","N/A","No","No","N<Required","N<Required","No","No","No"
"29801","Northwest Educational Service District 189","37501","5239","Bellingham School District","Cordata Elementary School","Reading","-45.6",,"-34",,,"-36.2",,"-19.1",,,"-43.1","No","N/A","N<Required","N/A","No","No","N<Required","N<Required","No","No","No"
"29801","Northwest Educational Service District 189","37501","2066","Bellingham School District","Fairhaven Middle School","Math","-18.9","0",,"-50",,"-16.9","-50",,"-59.6","-80","-37.2","No","N<Required","Yes","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2066","Bellingham School District","Fairhaven Middle School","Reading","-12.9","0",,"-50",,"-10.6","-50","0","-55.9",,"-26.4","No","N<Required","Yes","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2262","Bellingham School District","Geneva Elementary School","Math","-21.6",,,"-50","-16.9","-18.4",,"0","-15.9",,"-20.4","No","N/A","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2262","Bellingham School District","Geneva Elementary School","Reading","-24.2",,,"0","-10.8","-22.1",,"0","-62.9",,"-20.4","No","N/A","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","3134","Bellingham School District","Happy Valley Elementary School","Math","-13.6",,"0",,"-0.6","-10.7",,"0",,"-18.2","-28","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","3134","Bellingham School District","Happy Valley Elementary School","Reading","-7",,"-12.5","0","-10.7","-2.9",,"0",,,"-14.3","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","1694","Bellingham School District","Home Port Learning Center","Math",,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N<Required","N/A","N/A","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","37501","1694","Bellingham School District","Home Port Learning Center","Reading",,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N/A","N<Required","N/A","N/A","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","37501","4442","Bellingham School District","Kulshan Middle School","Math","-36","0","0","-37.5","-46.5","-29.9",,,,"-82.4","-52.7","No","N<Required","N<Required","N<Required","No","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","4442","Bellingham School District","Kulshan Middle School","Reading","-22.3","-66.6","0","0","-29.8","-16.7",,,"-45.9","-64.6","-33","No","N<Required","N<Required","N<Required","No","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2225","Bellingham School District","Lowell Elementary School - Bellingham","Math","-8.9",,"-0.9",,"-26.2",,,"-14","-18.2",,"-22.1","No","N/A","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","N<Required"
"29801","Northwest Educational Service District 189","37501","2225","Bellingham School District","Lowell Elementary School - Bellingham","Reading","-9.1",,"-30",,"-26.2",,,"0","-24",,"-12.6","No","N/A","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","N<Required"
"29801","Northwest Educational Service District 189","37501","4571","Bellingham School District","Northern Heights Elementary Schl","Math","-27.7","0","-2.9","-20","-31.7","-24",,"-0.5",,"-28.7","-39.1","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","4571","Bellingham School District","Northern Heights Elementary Schl","Reading","-29","0","-19","-20","-18.2","-24.3",,"-8.4",,"-58.7","-40.7","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","1647","Bellingham School District","Options High School","Math",,,,,,,,,,,,"N<Required","N<Required","N/A","N/A","N<Required","N<Required","N/A","N/A","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","37501","1647","Bellingham School District","Options High School","Reading","-49.6",,,,,"-50.5",,"0",,,"-45.4","N<Required","N<Required","N/A","N/A","N<Required","N<Required","N/A","N/A","N<Required","N/A","N<Required"
"29801","Northwest Educational Service District 189","37501","3202","Bellingham School District","Parkview Elementary School","Math","-21.1",,"-33.3",,"-49.6","-11",,"-10","-60.3",,"-34.9","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","3202","Bellingham School District","Parkview Elementary School","Reading","-16.5",,"-33.3",,"-38.7","-5.9",,"-14.4","-44.8","-60","-35.8","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2067","Bellingham School District","Roosevelt Elementary School","Math","-35.7","-50","0","-50",,"-24",,"-21.7","-86.1","-41","-42","No","N<Required","N<Required","N<Required","No","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2067","Bellingham School District","Roosevelt Elementary School","Reading","-34.8","-50","0","-50",,"-22.6",,"-20.9","-86.1","-46.6","-39.7","No","N<Required","N<Required","N<Required","No","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","3576","Bellingham School District","Sehome High School","Math",,,,,,,,"-70","-84.4",,,"No","N<Required","N<Required","N/A","N<Required","No","N<Required","N<Required","N<Required","N/A","No"
"29801","Northwest Educational Service District 189","37501","3576","Bellingham School District","Sehome High School","Reading","-88.8",,,,"-73","-88.5",,"-70","-75.5",,"-74.3","No","N<Required","N<Required","N/A","N<Required","No","N<Required","N<Required","N<Required","N/A","No"
"29801","Northwest Educational Service District 189","37501","3201","Bellingham School District","Shuksan Middle School","Math","-55.4","-67.7",,"0","-60.6","-49.8",,,,,"-65.9","No","N<Required","No","N<Required","No","No","N<Required","N<Required","No","No","No"
"29801","Northwest Educational Service District 189","37501","3201","Bellingham School District","Shuksan Middle School","Reading","-39.5",,,"0","-42.1","-32.9","-33.3",,,"-50.6","-52.8","No","N<Required","No","N<Required","No","No","N<Required","N<Required","No","No","No"
"29801","Northwest Educational Service District 189","37501","2175","Bellingham School District","Silver Beach Elementary School","Math","-12.8",,"-33.3",,"-9.3","-9.3",,"0",,,"-16.4","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2175","Bellingham School District","Silver Beach Elementary School","Reading","-15.2",,"0",,"-12.5","-12.5",,"0",,"-75","-12.4","No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","4515","Bellingham School District","Squalicum High School","Math","-84","-38.3","-73.8",,"-79.6","-81.1",,,,"-75","-82.6","No","N<Required","No","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","4515","Bellingham School District","Squalicum High School","Reading","-82.8","-38.3","-65.1","-3.2","-82.1","-80.5",,,"-81.9","-75","-83.6","No","N<Required","No","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2387","Bellingham School District","Sunnyland Elementary School","Math","-29",,"-9.8",,"-29.5","-17.7",,"-4.9","-15.2","-60.5","-30.2","No","N<Required","N<Required","N/A","N<Required","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2387","Bellingham School District","Sunnyland Elementary School","Reading","-21.1",,"0",,"-24","-11.7",,"-4","-1.8","-36.8","-25.6","No","N<Required","N<Required","N/A","N<Required","No","N/A","N/A","N<Required","N<Required","No"
"29801","Northwest Educational Service District 189","37501","1799","Bellingham School District","Visions (Seamar Youth Center)","Math",,,,,,,,,,,,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"29801","Northwest Educational Service District 189","37501","1799","Bellingham School District","Visions (Seamar Youth Center)","Reading",,,,,,,,,,,,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"29801","Northwest Educational Service District 189","37501","5125","Bellingham School District","Wade King Elementary School","Math","-16.1","-33.3","-0.5","-25","-20.6","-12",,"-8.7","-43.6","-49.7",,"No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","No","N<Required","No"
"39801","Educational Service District 105","19403","3213","Institutions","Parke Creek Treatment Ctr","Math",,,,,,,,,,,,"N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A","N/A"
"29801","Northwest Educational Service District 189","37501","5125","Bellingham School District","Wade King Elementary School","Reading","-21.8","-33.3","-0.5","-25","-13.3","-18",,"-0.9",,"-49.7",,"No","N<Required","N<Required","N<Required","N<Required","No","N/A","N/A","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2075","Bellingham School District","Whatcom Middle School","Math","-20.9","0","-1.4","-24.1",,"-18.3","0",,"-67.4","-66.6","-32.5","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"29801","Northwest Educational Service District 189","37501","2075","Bellingham School District","Whatcom Middle School","Reading","-15.9","0","0","-8.9",,"-14.3","0",,"-55.8","-66.6","-25.7","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"32801","Educational Service District 101","1122","3142","Benge School District","Benge Elementary","Math","-50",,,,,"-60",,,,,,"N<Required","N/A","N<Required","N/A","N/A","N<Required","N/A","N/A","N<Required","N/A","N/A"
"32801","Educational Service District 101","1122","3142","Benge School District","Benge Elementary","Reading","-50",,,,,"-60",,,,,,"N<Required","N/A","N<Required","N/A","N/A","N<Required","N/A","N/A","N<Required","N/A","N/A"
"17801","Puget Sound Educational Service District 121","27403","5372","Bethel School District","Acceleration Academy","Math",,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N<Required","N<Required","N/A","N/A","N<Required","N/A","N<Required"
"17801","Puget Sound Educational Service District 121","27403","5372","Bethel School District","Acceleration Academy","Reading",,,,,,,,,,,,"N<Required","N/A","N/A","N/A","N<Required","N<Required","N/A","N/A","N<Required","N/A","N<Required"
"17801","Puget Sound Educational Service District 121","27403","2807","Bethel School District","Bethel High School","Math","-83.4",,"-69.3",,"-80.8","-81.2","0","-50.5","-84.2",,"-84.9","No","N<Required","N<Required","No","No","No","N<Required","N<Required","No","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","2807","Bethel School District","Bethel High School","Reading","-50.8","-47.8","-49.2","-51.9","-47.8","-43.5","0","-41.4","-70.3",,"-52.9","No","N<Required","N<Required","No","No","No","N<Required","N<Required","No","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","3250","Bethel School District","Bethel Middle School","Math",,"-33.1","-8",,,,"-17.2",,,"-60",,"No","N<Required","N<Required","No","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","3250","Bethel School District","Bethel Middle School","Reading",,"-23.3","-0.4",,,,"-6.9",,,"-60",,"No","N<Required","N<Required","No","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4296","Bethel School District","Camas Prairie Elementary","Math","-45",,"0",,"-33.3","-33.7","-19.1","-39.9","-87.9","-33.3","-48.8","No","N<Required","N<Required","No","No","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4296","Bethel School District","Camas Prairie Elementary","Reading","-46.2",,"-14",,"-27.7","-34.6","-18.3","-39.3",,"-66.6","-51.1","No","N<Required","N<Required","No","No","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4186","Bethel School District","Cedarcrest Middle School","Math","-55.6","-60",,"-58","-54","-48.4","-34.1","-39.9",,,"-59.6","No","N<Required","No","No","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4186","Bethel School District","Cedarcrest Middle School","Reading","-48.4","-28.7","-6.7","-46.9","-47.1","-43.8","-28.5",,"-71.8",,"-53.1","No","N<Required","No","No","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4331","Bethel School District","Centennial Elementary Bethel","Math","-21.7","0","-10","-10.9","0","-20.4","0","0","-45.4","0","-20.7","No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4331","Bethel School District","Centennial Elementary Bethel","Reading","-23.4","-50","-10","-10.9","-2.8","-21.6","0","-0.9","-35.1","0","-23.9","No","N<Required","N<Required","N<Required","N<Required","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","1510","Bethel School District","Challenger High School","Math",,,,,,"-84.2",,,"-24.5",,,"No","N/A","N<Required","N<Required","N<Required","No","N<Required","N<Required","N<Required","N/A","N<Required"
"17801","Puget Sound Educational Service District 121","27403","1510","Bethel School District","Challenger High School","Reading","-45.1",,"0","-24.5","-24.5","-37.5",,,"-24.5",,"-64.7","No","N/A","N<Required","N<Required","N<Required","No","N<Required","N<Required","N<Required","N/A","N<Required"
"17801","Puget Sound Educational Service District 121","27403","3649","Bethel School District","Chester H Thompson Elementary","Math","-41.3",,"-1","-36.7","-27.2","-29.2","-21.2",,,"-56.8","-41.6","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","3649","Bethel School District","Chester H Thompson Elementary","Reading","-44.1",,"-1","-34.4","-40.2","-28","-3.8",,,,"-47.2","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","2576","Bethel School District","Clover Creek Elementary","Math","-32.1","0","0","-21.5","-7.9","-29.3","-1.9",,,"-25","-33.9","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","2576","Bethel School District","Clover Creek Elementary","Reading","-32.1","0","0","-9.2","-17.2","-30.3","-1.9",,,"-25","-30.2","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4578","Bethel School District","Cougar Mountain Middle School","Math","-49.8","-26.1","-5.6","-16.6","-31.9","-48.7","-40","-15","-76",,"-60.5","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","4578","Bethel School District","Cougar Mountain Middle School","Reading","-44.2","-25.5","-7.6","-7.2","-20.9","-44.5","-40","-9.6","-71",,"-52.5","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","2877","Bethel School District","Elk Plain School of Choice","Math","-28",,"0",,,"-22.3","-50","-6","-46.7",,"-25.9","No","N<Required","N<Required","No","No","No","N<Required","N<Required","N<Required","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","2877","Bethel School District","Elk Plain School of Choice","Reading","-29.5","-66.6","0",,,"-23.9",,"-4.1","-46.7",,"-24","No","N<Required","N<Required","No","No","No","N<Required","N<Required","N<Required","N/A","No"
"17801","Puget Sound Educational Service District 121","27403","4099","Bethel School District","Evergreen Elementary","Math","-11.4","0","0","-16.7","-9.7","-0.9","0","0","-30.1","-34.5","-12.5","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4099","Bethel School District","Evergreen Elementary","Reading","-16.3",,"0","-6.8","-12.6","-3.5","0","0","-67.2","-48.8","-17.6","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","N<Required","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","5159","Bethel School District","Frederickson Elementary","Math","-45.6",,"-44.6","-7.7","-44.3","-35.6","-39.6","-12",,,"-42.4","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","27403","5159","Bethel School District","Frederickson Elementary","Reading","-40.3","-33.3","-4.9","-8.5","-34.8","-30.9","-20","-27.7",,,"-37.3","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","No","No"
"17801","Puget Sound Educational Service District 121","27403","4407","Bethel School District","Frontier Middle School","Math",,"-39.7","-5","-35",,,"-66.6",,,,,"No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4407","Bethel School District","Frontier Middle School","Reading","-48.5","-44.9","-5","-29.5","-44","-45.5","0",,,,"-61.5","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4297","Bethel School District","Graham Elementary","Math","-37.3","-50","-23.8","-22.8",,"-30.2","-50",,,,"-39.5","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
"17801","Puget Sound Educational Service District 121","27403","4297","Bethel School District","Graham Elementary","Reading","-34.4",,"-22.2","-14.2",,"-30.7",,,,"-50","-38.2","No","N<Required","N<Required","N<Required","No","No","N<Required","N<Required","No","N<Required","No"
