est_tl,MOE_tl,est_tl_No schooling completed,MOE_tl_No schooling completed,est_tl_Nursery school,MOE_tl_Nursery school,est_tl_Kindergarten,MOE_tl_Kindergarten,est_tl_1st grade,MOE_tl_1st grade,est_tl_2nd grade,MOE_tl_2nd grade,est_tl_3rd grade,MOE_tl_3rd grade,est_tl_4th grade,MOE_tl_4th grade,est_tl_5th grade,MOE_tl_5th grade,est_tl_6th grade,MOE_tl_6th grade,est_tl_7th grade,MOE_tl_7th grade,est_tl_8th grade,MOE_tl_8th grade,est_tl_9th grade,MOE_tl_9th grade,est_tl_10th grade,MOE_tl_10th grade,est_tl_11th grade,MOE_tl_11th grade,"est_tl_12th grade, no diploma","MOE_tl_12th grade, no diploma",est_tl_Regular high school diploma,MOE_tl_Regular high school diploma,est_tl_GED or alternative credential,MOE_tl_GED or alternative credential,"est_tl_Some college, less than 1 year","MOE_tl_Some college, less than 1 year","est_tl_Some college, 1 or more years, no deg","MOE_tl_Some college, 1 or more years, no deg",est_tl_Associate's deg,MOE_tl_Associate's deg,est_tl_Bachelor's deg,MOE_tl_Bachelor's deg,est_tl_Master's deg,MOE_tl_Master's deg,est_tl_Professional school deg,MOE_tl_Professional school deg,est_tl_Doctorate deg,MOE_tl_Doctorate deg,id,Geographic Area Name
2349,345,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,42,68,0,12,0,12,22,35,0,12,540,181,35,45,155,73,351,118,340,140,526,196,287,115,25,30,26,30,1500000US530530703162,"Block Group 2, Census Tract 703.16, Pierce County, Washington"
903,109,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,6,0,12,0,12,79,66,5,7,19,27,0,12,184,58,59,46,103,44,199,70,84,40,137,50,25,20,0,12,0,12,1500000US530530704011,"Block Group 1, Census Tract 704.01, Pierce County, Washington"
504,95,18,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,18,29,8,12,18,16,11,16,8,11,0,12,138,48,27,18,46,33,55,31,60,43,63,35,17,15,6,9,4,7,1500000US530530704012,"Block Group 2, Census Tract 704.01, Pierce County, Washington"
712,188,0,12,0,12,0,12,0,12,0,12,22,36,0,12,0,12,0,12,5,10,0,12,16,21,20,33,7,11,22,25,251,125,74,45,26,26,136,81,24,27,84,49,25,24,0,12,0,12,1500000US530530704031,"Block Group 1, Census Tract 704.03, Pierce County, Washington"
505,145,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,9,0,12,41,45,87,80,0,12,160,90,29,22,54,50,85,78,18,17,25,30,1,3,0,12,0,12,1500000US530530704032,"Block Group 2, Census Tract 704.03, Pierce County, Washington"
1323,215,7,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,27,43,0,12,14,24,28,44,0,12,453,163,31,41,181,82,238,111,157,74,157,107,30,36,0,12,0,12,1500000US530530704033,"Block Group 3, Census Tract 704.03, Pierce County, Washington"
1441,232,11,18,0,12,16,26,0,12,0,12,0,12,0,12,0,12,0,12,10,16,0,12,10,16,0,12,52,68,42,36,405,140,77,61,130,72,331,128,128,77,130,76,26,26,37,44,36,55,1500000US530530704041,"Block Group 1, Census Tract 704.04, Pierce County, Washington"
1393,205,11,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,19,0,12,20,33,9,14,444,126,28,33,131,56,146,57,115,56,271,101,173,119,14,15,14,20,1500000US530530704042,"Block Group 2, Census Tract 704.04, Pierce County, Washington"
551,157,0,12,0,12,0,12,4,7,0,12,0,12,0,12,0,12,0,12,0,12,0,12,3,6,0,12,0,12,12,15,117,60,8,8,86,66,143,68,46,32,83,70,34,26,15,17,0,12,1500000US530530707031,"Block Group 1, Census Tract 707.03, Pierce County, Washington"
1152,219,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,37,59,0,12,0,12,0,12,25,28,383,120,81,70,56,43,224,119,102,75,124,75,120,87,0,12,0,12,1500000US530530707032,"Block Group 2, Census Tract 707.03, Pierce County, Washington"
1067,177,0,12,0,12,16,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,48,0,12,31,36,291,132,21,28,123,74,193,84,129,88,219,122,0,12,0,12,14,22,1500000US530530707033,"Block Group 3, Census Tract 707.03, Pierce County, Washington"
696,200,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,2,5,7,8,262,113,81,45,53,38,105,45,85,44,9,9,33,42,46,73,13,17,1500000US530530707034,"Block Group 4, Census Tract 707.03, Pierce County, Washington"
600,141,23,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,142,75,0,12,57,50,206,100,40,27,79,56,53,35,0,12,0,12,1500000US530530707035,"Block Group 5, Census Tract 707.03, Pierce County, Washington"
980,226,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,10,8,12,42,56,25,20,9,15,221,89,44,32,115,62,210,64,131,60,100,50,19,22,9,12,40,59,1500000US530530711001,"Block Group 1, Census Tract 711, Pierce County, Washington"
697,107,5,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,5,7,5,10,12,13,18,17,15,18,0,12,170,72,29,20,43,24,157,68,59,32,101,45,44,28,25,20,9,13,1500000US530530711002,"Block Group 2, Census Tract 711, Pierce County, Washington"
1367,183,17,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,17,54,39,32,31,340,116,1,2,115,52,169,74,128,67,298,99,146,77,30,30,26,27,1500000US530530712051,"Block Group 1, Census Tract 712.05, Pierce County, Washington"
2217,227,22,30,0,12,0,12,0,12,0,12,0,12,0,12,32,36,0,12,0,12,10,16,37,25,0,12,11,17,50,37,557,126,106,62,195,68,401,106,199,84,438,101,121,57,12,19,26,22,1500000US530530712052,"Block Group 2, Census Tract 712.05, Pierce County, Washington"
679,162,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,17,26,154,84,29,32,97,60,146,71,54,39,128,94,33,38,21,31,0,12,1500000US530530712061,"Block Group 1, Census Tract 712.06, Pierce County, Washington"
723,158,9,14,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,40,0,12,17,28,179,97,15,24,72,59,110,72,136,66,135,111,0,12,12,20,0,12,1500000US530530712062,"Block Group 2, Census Tract 712.06, Pierce County, Washington"
1172,293,15,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,30,26,41,36,40,29,35,264,148,113,77,145,99,177,113,210,112,139,108,0,12,0,12,0,12,1500000US530530712063,"Block Group 3, Census Tract 712.06, Pierce County, Washington"
1784,335,56,58,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,35,49,0,12,14,22,13,22,29,36,617,205,188,99,88,58,227,111,65,51,280,123,117,76,17,29,38,47,1500000US530530712064,"Block Group 4, Census Tract 712.06, Pierce County, Washington"
750,199,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,16,25,0,12,0,12,12,18,1,3,26,30,0,12,166,96,51,56,94,70,110,67,102,94,102,65,70,52,0,12,0,12,1500000US530530712071,"Block Group 1, Census Tract 712.07, Pierce County, Washington"
1511,249,11,18,0,12,0,12,0,12,0,12,0,12,10,16,0,12,0,12,0,12,0,12,0,12,50,63,76,95,0,12,292,126,119,76,102,74,286,126,308,123,197,80,54,47,6,11,0,12,1500000US530530712072,"Block Group 2, Census Tract 712.07, Pierce County, Washington"
1363,230,62,64,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,0,12,28,32,0,12,28,32,220,116,112,67,97,72,358,163,233,115,172,107,40,42,0,12,0,12,1500000US530530712073,"Block Group 3, Census Tract 712.07, Pierce County, Washington"
1271,255,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,31,15,24,100,65,33,32,415,174,113,89,154,75,143,82,119,75,97,76,39,36,0,12,18,29,1500000US530530712081,"Block Group 1, Census Tract 712.08, Pierce County, Washington"
1531,230,17,27,0,12,0,12,0,12,0,12,0,12,0,12,19,30,0,12,0,12,0,12,33,37,44,52,42,41,14,22,447,138,0,12,207,124,312,108,188,121,93,57,66,75,14,21,35,53,1500000US530530712082,"Block Group 2, Census Tract 712.08, Pierce County, Washington"
1842,295,59,92,0,12,0,12,0,12,0,12,0,12,0,12,40,40,0,12,0,12,0,12,0,12,25,38,0,12,28,35,224,115,49,45,229,131,410,139,217,112,340,129,102,56,62,64,57,68,1500000US530530712083,"Block Group 3, Census Tract 712.08, Pierce County, Washington"
1634,141,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,16,24,32,30,239,84,67,49,168,80,314,117,256,78,346,103,144,65,32,29,12,20,1500000US530530712091,"Block Group 1, Census Tract 712.09, Pierce County, Washington"
466,133,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,43,20,23,138,72,29,26,37,28,61,38,68,41,46,31,37,46,4,7,0,12,1500000US530530712092,"Block Group 2, Census Tract 712.09, Pierce County, Washington"
601,144,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,127,46,18,26,49,35,10,16,31,27,126,59,183,97,29,29,28,30,1500000US530530712093,"Block Group 3, Census Tract 712.09, Pierce County, Washington"
316,101,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,31,89,63,0,12,48,34,88,50,31,29,27,22,11,19,3,7,0,12,1500000US530530712101,"Block Group 1, Census Tract 712.10, Pierce County, Washington"
818,108,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,10,8,13,165,57,0,12,78,42,90,38,96,52,228,64,87,47,59,40,0,12,1500000US530530712102,"Block Group 2, Census Tract 712.10, Pierce County, Washington"
1793,189,12,18,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,12,0,12,8,13,13,16,6,10,262,86,39,27,103,55,341,97,277,92,486,136,124,63,65,43,49,43,1500000US530530712103,"Block Group 3, Census Tract 712.10, Pierce County, Washington"
1396,230,14,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,28,4,10,0,12,12,19,0,12,20,28,0,12,394,149,50,40,146,80,333,134,193,108,104,67,100,63,0,12,12,19,1500000US530530713041,"Block Group 1, Census Tract 713.04, Pierce County, Washington"
1700,358,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,6,14,0,12,0,12,0,12,29,38,33,54,12,20,443,236,109,83,170,94,214,129,249,126,326,154,62,50,13,21,34,34,1500000US530530713042,"Block Group 2, Census Tract 713.04, Pierce County, Washington"
465,140,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,12,18,60,59,65,67,98,76,96,85,77,67,12,20,0,12,19,31,0,12,1500000US530530713043,"Block Group 3, Census Tract 713.04, Pierce County, Washington"
1454,215,32,37,0,12,0,12,0,12,0,12,0,12,18,27,0,12,0,12,27,50,7,12,31,51,26,23,34,28,27,26,461,172,74,51,127,78,251,119,172,75,97,85,46,44,9,17,15,22,1500000US530530713051,"Block Group 1, Census Tract 713.05, Pierce County, Washington"
1219,227,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,0,12,0,12,22,28,15,17,22,35,383,125,50,39,103,60,290,151,110,62,111,62,93,68,9,15,0,12,1500000US530530713052,"Block Group 2, Census Tract 713.05, Pierce County, Washington"
908,203,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,30,244,123,53,49,154,101,337,147,79,67,0,12,23,42,0,12,0,12,1500000US530530713061,"Block Group 1, Census Tract 713.06, Pierce County, Washington"
999,259,20,33,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,48,38,306,156,62,54,53,44,127,78,85,62,154,91,42,49,34,37,57,62,1500000US530530713062,"Block Group 2, Census Tract 713.06, Pierce County, Washington"
1729,330,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,30,33,45,69,0,12,60,99,443,158,62,67,197,108,435,180,166,102,238,127,27,31,14,23,12,20,1500000US530530713063,"Block Group 3, Census Tract 713.06, Pierce County, Washington"
813,200,24,37,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,284,117,30,36,104,81,92,75,93,61,96,77,76,49,14,22,0,12,1500000US530530713064,"Block Group 4, Census Tract 713.06, Pierce County, Washington"
1030,144,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,285,131,69,43,149,72,261,106,118,58,112,62,12,19,0,12,24,39,1500000US530530713071,"Block Group 1, Census Tract 713.07, Pierce County, Washington"
713,149,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,11,18,249,92,126,64,20,23,109,59,52,43,128,73,8,13,10,15,0,12,1500000US530530713072,"Block Group 2, Census Tract 713.07, Pierce County, Washington"
1233,178,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,13,0,12,0,12,0,12,0,12,0,12,15,18,21,24,240,85,62,42,240,100,246,92,167,89,182,66,30,26,22,33,0,12,1500000US530530713073,"Block Group 3, Census Tract 713.07, Pierce County, Washington"
849,136,22,25,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,19,0,12,8,14,9,14,12,18,169,80,154,97,60,40,138,74,92,63,152,75,20,24,0,12,0,12,1500000US530530713091,"Block Group 1, Census Tract 713.09, Pierce County, Washington"
880,194,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,14,16,39,39,350,137,38,51,88,53,173,106,56,39,103,84,0,12,7,11,12,19,1500000US530530713092,"Block Group 2, Census Tract 713.09, Pierce County, Washington"
809,176,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,117,65,94,65,110,61,158,68,67,41,179,96,76,55,8,13,0,12,1500000US530530713093,"Block Group 3, Census Tract 713.09, Pierce County, Washington"
1508,283,7,10,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,18,28,7,11,31,36,0,12,46,46,290,134,122,74,112,86,413,136,143,71,200,92,111,69,8,12,0,12,1500000US530530713101,"Block Group 1, Census Tract 713.10, Pierce County, Washington"
1865,201,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,38,45,0,12,33,46,14,20,269,90,96,61,205,85,463,165,140,57,435,124,113,58,59,40,0,12,1500000US530530713102,"Block Group 2, Census Tract 713.10, Pierce County, Washington"
1037,195,7,9,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,25,29,24,38,18,21,27,24,9,13,227,77,87,65,65,37,250,107,186,84,46,23,66,49,0,12,0,12,1500000US530530714031,"Block Group 1, Census Tract 714.03, Pierce County, Washington"
638,165,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,34,11,18,24,25,28,25,137,55,28,26,56,33,153,133,92,59,43,28,25,21,0,12,8,13,1500000US530530714032,"Block Group 2, Census Tract 714.03, Pierce County, Washington"
1037,213,16,28,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,11,8,12,22,22,16,26,9,14,47,58,17,28,336,133,85,66,103,77,228,88,58,41,65,53,12,20,0,12,8,14,1500000US530530714033,"Block Group 3, Census Tract 714.03, Pierce County, Washington"
1877,338,3,8,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,20,2,5,0,12,35,56,0,12,31,40,0,12,518,204,42,64,166,104,368,144,336,143,259,133,70,74,15,27,20,30,1500000US530530714061,"Block Group 1, Census Tract 714.06, Pierce County, Washington"
1054,203,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,24,37,57,45,44,295,136,74,75,116,63,216,106,53,45,162,85,0,12,17,26,9,14,1500000US530530714062,"Block Group 2, Census Tract 714.06, Pierce County, Washington"
458,229,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,33,0,12,0,12,0,12,50,55,84,66,12,21,92,84,146,80,21,23,14,23,9,15,0,12,8,13,1500000US530530714063,"Block Group 3, Census Tract 714.06, Pierce County, Washington"
1302,292,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,38,6,11,93,100,0,12,25,27,21,34,238,116,209,171,54,51,361,189,140,110,87,66,47,61,0,12,0,12,1500000US530530714064,"Block Group 4, Census Tract 714.06, Pierce County, Washington"
955,300,35,49,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,22,37,15,24,271,183,87,66,50,44,187,110,109,55,49,40,117,105,13,20,0,12,1500000US530530714071,"Block Group 1, Census Tract 714.07, Pierce County, Washington"
1191,294,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,52,60,0,12,0,12,0,12,30,38,0,12,28,32,377,229,67,58,50,49,268,169,82,79,206,116,7,12,11,18,13,22,1500000US530530714072,"Block Group 2, Census Tract 714.07, Pierce County, Washington"
990,229,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,27,24,36,24,37,269,153,16,27,84,65,283,129,154,85,33,28,88,97,0,12,0,12,1500000US530530714073,"Block Group 3, Census Tract 714.07, Pierce County, Washington"
1206,285,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,9,15,0,12,10,17,0,12,42,50,247,166,78,50,68,68,316,136,151,121,125,90,132,83,13,20,15,24,1500000US530530714074,"Block Group 4, Census Tract 714.07, Pierce County, Washington"
1262,279,16,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,21,24,31,121,95,28,24,402,136,25,23,69,51,233,89,160,96,109,51,49,39,13,20,0,12,1500000US530530714081,"Block Group 1, Census Tract 714.08, Pierce County, Washington"
847,221,24,26,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,10,15,8,12,16,18,42,55,65,60,394,156,28,29,40,29,162,99,34,45,0,12,24,38,0,12,0,12,1500000US530530714082,"Block Group 2, Census Tract 714.08, Pierce County, Washington"
492,150,13,21,9,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,12,22,26,0,12,186,89,10,15,41,31,137,78,33,44,24,28,10,16,0,12,0,12,1500000US530530714083,"Block Group 3, Census Tract 714.08, Pierce County, Washington"
739,195,9,13,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,12,13,30,38,5,8,13,21,255,129,53,39,31,26,194,94,76,47,61,51,0,12,0,12,0,12,1500000US530530714091,"Block Group 1, Census Tract 714.09, Pierce County, Washington"
499,141,15,23,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,15,22,62,56,0,12,7,12,170,82,12,20,23,21,105,80,22,16,38,46,23,24,0,12,7,10,1500000US530530714092,"Block Group 2, Census Tract 714.09, Pierce County, Washington"
926,180,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,23,37,60,49,7,11,61,43,220,92,59,48,88,42,138,73,192,84,48,63,11,14,7,10,12,22,1500000US530530714093,"Block Group 3, Census Tract 714.09, Pierce County, Washington"
533,137,17,19,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,69,94,9,15,0,12,19,30,0,12,10,19,60,39,27,24,68,62,186,83,14,16,54,45,0,12,0,12,0,12,1500000US530530714094,"Block Group 4, Census Tract 714.09, Pierce County, Washington"
829,268,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,31,0,12,0,12,0,12,0,12,26,43,0,12,417,223,36,46,21,46,101,78,54,51,153,174,0,12,0,12,0,12,1500000US530530714101,"Block Group 1, Census Tract 714.10, Pierce County, Washington"
918,255,60,74,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,26,28,46,71,30,38,8,14,46,62,321,190,57,45,29,35,155,109,33,36,85,87,22,36,0,12,0,12,1500000US530530714102,"Block Group 2, Census Tract 714.10, Pierce County, Washington"
1420,353,12,20,0,12,0,12,0,12,0,12,0,12,0,12,0,12,19,31,0,12,10,16,0,12,0,12,62,106,65,58,417,152,48,50,228,135,345,131,151,91,40,63,14,23,0,12,9,17,1500000US530530714103,"Block Group 3, Census Tract 714.10, Pierce County, Washington"
1097,244,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,33,0,12,0,12,0,12,30,33,326,207,28,30,172,84,164,99,142,85,116,67,71,70,0,12,27,29,1500000US530530714104,"Block Group 4, Census Tract 714.10, Pierce County, Washington"
1361,217,24,40,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,8,14,0,12,30,39,74,100,0,12,333,129,26,29,139,81,368,120,169,91,156,77,34,27,0,12,0,12,1500000US530530714111,"Block Group 1, Census Tract 714.11, Pierce County, Washington"
572,222,8,13,0,12,0,12,0,12,0,12,34,57,0,12,0,12,0,12,0,12,46,62,0,12,0,12,5,11,23,25,185,134,55,30,72,50,79,44,29,25,29,33,7,12,0,12,0,12,1500000US530530714112,"Block Group 2, Census Tract 714.11, Pierce County, Washington"
953,194,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,4,8,16,26,48,69,25,23,275,111,82,61,67,46,103,53,162,82,129,85,42,34,0,12,0,12,1500000US530530714113,"Block Group 3, Census Tract 714.11, Pierce County, Washington"
1129,309,0,12,0,12,0,12,0,12,0,12,0,12,0,12,13,22,1,2,0,12,16,28,9,20,12,21,25,34,43,48,215,137,110,127,184,137,262,139,77,76,112,87,50,53,0,12,0,12,1500000US530530715031,"Block Group 1, Census Tract 715.03, Pierce County, Washington"
1054,320,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,83,103,0,12,1,4,79,96,1,3,0,12,47,47,305,146,215,136,70,54,59,68,110,128,49,42,21,39,0,12,14,23,1500000US530530715032,"Block Group 2, Census Tract 715.03, Pierce County, Washington"
521,200,29,48,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,7,14,0,12,0,12,19,36,0,12,202,125,80,68,27,29,23,40,49,50,53,45,32,35,0,12,0,12,1500000US530530715033,"Block Group 3, Census Tract 715.03, Pierce County, Washington"
938,262,17,27,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,20,33,0,12,0,12,125,98,173,108,14,24,141,83,178,102,114,85,100,66,44,40,12,18,0,12,1500000US530530715034,"Block Group 4, Census Tract 715.03, Pierce County, Washington"
971,315,14,22,0,12,0,12,0,12,0,12,0,12,0,12,0,12,21,24,0,12,0,12,14,22,15,23,16,22,36,41,268,107,94,86,76,49,175,81,119,89,67,52,44,40,0,12,12,18,1500000US530530715041,"Block Group 1, Census Tract 715.04, Pierce County, Washington"
506,172,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12,99,77,0,12,113,62,53,51,50,40,97,49,20,21,48,34,16,18,0,12,10,15,1500000US530530715042,"Block Group 2, Census Tract 715.04, Pierce County, Washington"
